loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,forty_plus_indicator,credit_age
2000.0,RENT,60000.0,6.18,0.1875,0.0,0,Under Forty,5131
16500.0,MORTGAGE,91500.0,17.69,0.0762,0.0,0,Under Forty,8599
12000.0,RENT,55000.0,19.04,0.12119999999999999,0.0,0,Under Forty,7810
15000.0,MORTGAGE,100000.0,9.16,0.0662,0.0,0,Over Forty,8661
20000.0,RENT,87000.0,8.01,0.1409,0.0,1,Over Forty,9330
25475.0,RENT,58000.0,18.54,0.1433,0.0,0,Under Forty,12558
3600.0,RENT,71000.0,3.14,0.158,0.0,0,Over Forty,7535
14000.0,RENT,75500.0,19.36,0.1875,0.0,0,Under Forty,7596
8125.0,OWN,103000.0,10.26,0.0603,0.0,0,Over Forty,10457
12000.0,MORTGAGE,50000.0,17.33,0.12119999999999999,0.0,0,Over Forty,5892
5000.0,OWN,76320.0,19.25,0.1875,0.0,1,Under Forty,9818
20050.0,RENT,45000.0,30.35,0.1905,0.0,0,Under Forty,4157
27000.0,MORTGAGE,100000.0,21.31,0.0762,0.0,0,Under Forty,10549
12000.0,MORTGAGE,85000.0,25.04,0.1016,0.0,0,Over Forty,8234
10000.0,RENT,42000.0,7.95,0.158,0.0,0,Under Forty,8783
4950.0,MORTGAGE,41000.0,27.31,0.1629,0.0,0,Under Forty,5953
15000.0,RENT,60000.0,19.12,0.1875,1.0,0,Under Forty,7079
12000.0,RENT,175000.0,24.16,0.1875,0.0,0,Under Forty,10488
19000.0,MORTGAGE,118000.0,14.21,0.12119999999999999,0.0,0,Under Forty,11797
10075.0,MORTGAGE,155000.0,5.02,0.1433,0.0,0,Under Forty,8996
20000.0,MORTGAGE,50000.0,4.75,0.1114,0.0,0,Under Forty,7230
8000.0,RENT,35656.98,32.04,0.1629,0.0,0,Under Forty,7657
15000.0,MORTGAGE,52786.0,25.3,0.1629,0.0,1,Over Forty,7780
12000.0,MORTGAGE,58000.0,16.08,0.1433,0.0,0,Over Forty,9848
16000.0,MORTGAGE,100000.0,8.83,0.12119999999999999,0.0,0,Under Forty,20106
12175.0,MORTGAGE,75000.0,15.38,0.1875,0.0,0,Under Forty,7200
1800.0,OWN,32000.0,13.35,0.1905,0.0,1,Under Forty,4613
20000.0,RENT,52000.0,18.09,0.1433,0.0,0,Under Forty,5922
1600.0,MORTGAGE,86000.0,12.92,0.1875,0.0,0,Over Forty,10091
30000.0,MORTGAGE,80000.0,20.28,0.1531,0.0,0,Over Forty,10001
6000.0,MORTGAGE,57500.0,12.15,0.1531,0.0,0,Under Forty,13013
14000.0,MORTGAGE,55000.0,13.67,0.1311,0.0,0,Under Forty,8965
15000.0,RENT,55000.0,13.66,0.1727,0.0,0,Under Forty,14262
10500.0,RENT,42000.0,15.91,0.1311,0.0,0,Under Forty,7869
2300.0,MORTGAGE,13500.0,23.11,0.21489999999999998,0.0,0,Under Forty,7780
5200.0,MORTGAGE,155000.0,4.37,0.1311,0.0,0,Under Forty,8905
21000.0,RENT,105000.0,23.86,0.0662,0.0,1,Under Forty,8844
9000.0,MORTGAGE,44000.0,33.06,0.1016,0.0,0,Over Forty,9818
10375.0,RENT,54000.0,7.36,0.1531,0.0,0,Under Forty,5192
24375.0,RENT,55000.0,15.55,0.1409,0.0,0,Under Forty,7414
9750.0,RENT,30000.0,23.56,0.1531,0.0,1,Over Forty,7138
21000.0,MORTGAGE,102500.0,18.73,0.079,0.0,0,Over Forty,11521
12025.0,MORTGAGE,45000.0,30.13,0.1777,0.0,0,Over Forty,6561
7500.0,MORTGAGE,40445.04,14.75,0.158,0.0,0,Over Forty,7688
12000.0,MORTGAGE,82600.0,11.72,0.1016,0.0,0,Under Forty,6349
4500.0,RENT,45000.0,19.73,0.158,0.0,0,Over Forty,7138
35000.0,MORTGAGE,104000.0,20.3,0.158,0.0,0,Under Forty,10122
28000.0,MORTGAGE,105000.0,7.36,0.079,0.0,0,Under Forty,8630
10000.0,MORTGAGE,100000.0,13.86,0.1016,0.0,0,Over Forty,13013
16000.0,MORTGAGE,75000.0,22.75,0.1311,0.0,0,Over Forty,4400
8000.0,RENT,48000.0,11.6,0.1016,0.0,0,Under Forty,6561
10000.0,RENT,55000.0,19.79,0.1777,0.0,0,Under Forty,13288
34475.0,MORTGAGE,82000.0,24.38,0.1629,0.0,0,Over Forty,11736
5500.0,MORTGAGE,117000.0,12.64,0.1016,0.0,0,Over Forty,10397
9950.0,RENT,35859.0,15.99,0.0762,0.0,0,Over Forty,7018
8400.0,RENT,31200.0,23.96,0.12119999999999999,0.0,0,Under Forty,6408
10000.0,MORTGAGE,44000.0,17.73,0.158,0.0,1,Under Forty,7200
16450.0,RENT,70000.0,7.56,0.12119999999999999,0.0,1,Under Forty,4947
9000.0,MORTGAGE,39000.0,21.11,0.1875,0.0,0,Over Forty,6561
25000.0,MORTGAGE,92000.0,15.27,0.0762,0.0,0,Under Forty,7688
15000.0,MORTGAGE,37000.0,19.46,0.158,0.0,1,Over Forty,8175
10200.0,MORTGAGE,60000.0,30.96,0.12119999999999999,0.0,1,Over Forty,8145
6000.0,MORTGAGE,80000.0,11.19,0.158,0.0,0,Over Forty,10336
3000.0,RENT,50000.0,11.04,0.1311,0.0,0,Under Forty,5284
6825.0,MORTGAGE,34452.0,13.65,0.1629,0.0,0,Under Forty,9940
8000.0,RENT,93000.0,17.34,0.12119999999999999,0.0,0,Under Forty,5677
7200.0,RENT,39900.0,19.73,0.1531,0.0,0,Over Forty,6926
8400.0,OWN,40000.0,34.47,0.1433,0.0,0,Under Forty,6988
15000.0,MORTGAGE,210000.0,7.7,0.1016,0.0,1,Under Forty,10853
8000.0,MORTGAGE,65000.0,21.29,0.1629,0.0,0,Under Forty,9453
10000.0,MORTGAGE,32000.0,22.95,0.1727,0.0,0,Under Forty,9057
12000.0,RENT,120000.0,12.54,0.1777,0.0,1,Under Forty,6380
20000.0,RENT,87000.0,7.56,0.08900000000000001,0.0,0,Under Forty,6835
15000.0,MORTGAGE,90000.0,10.8,0.08900000000000001,0.0,0,Under Forty,12709
6000.0,MORTGAGE,45000.0,12.05,0.1433,0.0,0,Under Forty,7049
10000.0,RENT,48000.0,15.06,0.1875,0.0,0,Under Forty,5618
7450.0,RENT,40000.0,10.11,0.1114,0.0,1,Over Forty,6684
22675.0,MORTGAGE,122744.0,4.28,0.1433,0.0,0,Over Forty,8844
5000.0,RENT,80000.0,6.93,0.1114,0.0,0,Under Forty,4339
5925.0,MORTGAGE,51500.0,15.24,0.1433,0.0,0,Over Forty,8296
9500.0,RENT,50297.16,13.36,0.1409,0.0,0,Under Forty,7414
28100.0,RENT,63000.0,16.86,0.158,0.0,1,Over Forty,7749
8500.0,MORTGAGE,70000.0,9.88,0.0662,0.0,0,Under Forty,7444
12000.0,RENT,60139.0,7.4,0.1433,0.0,0,Under Forty,7931
5000.0,RENT,62000.0,18.27,0.1972,0.0,0,Over Forty,7931
18500.0,RENT,80000.0,7.13,0.12119999999999999,0.0,0,Under Forty,14231
24000.0,RENT,65000.0,13.72,0.12119999999999999,0.0,0,Under Forty,8234
8000.0,RENT,36000.0,24.7,0.1777,0.0,0,Over Forty,9940
7500.0,RENT,35000.0,5.42,0.1727,0.0,0,Under Forty,6684
13000.0,RENT,60000.0,28.83,0.1311,0.0,0,Under Forty,9514
14000.0,RENT,117000.0,10.03,0.12119999999999999,0.0,1,Under Forty,5618
14000.0,MORTGAGE,100000.0,23.33,0.12119999999999999,0.0,0,Under Forty,5162
12000.0,MORTGAGE,50000.0,12.6,0.1409,0.0,0,Over Forty,8814
2175.0,MORTGAGE,86000.0,11.76,0.0662,0.0,0,Under Forty,11006
15000.0,MORTGAGE,60000.0,33.2,0.1311,0.0,0,Under Forty,8022
5750.0,RENT,20100.0,24.24,0.1311,0.0,1,Under Forty,8357
12375.0,MORTGAGE,36400.0,24.53,0.1311,0.0,0,Under Forty,5800
6500.0,MORTGAGE,42000.0,4.8,0.12119999999999999,0.0,0,Under Forty,6380
4150.0,OWN,42000.0,16.74,0.1409,0.0,0,Over Forty,7322
10000.0,RENT,35000.0,26.98,0.1433,0.0,0,Under Forty,9241
17500.0,RENT,40000.0,28.25,0.1311,0.0,0,Under Forty,7049
16000.0,RENT,86250.0,25.86,0.12119999999999999,0.0,0,Under Forty,6957
2400.0,RENT,60000.0,18.04,0.1311,0.0,0,Under Forty,7596
26550.0,RENT,70000.0,12.09,0.1311,0.0,1,Under Forty,8114
14400.0,RENT,67000.0,23.32,0.1531,0.0,0,Under Forty,6592
5275.0,RENT,32000.0,27.15,0.1727,0.0,0,Under Forty,7169
25000.0,MORTGAGE,86000.0,16.24,0.0762,0.0,0,Over Forty,12193
18000.0,RENT,45000.0,19.89,0.1114,0.0,0,Under Forty,12923
16000.0,RENT,70000.0,32.49,0.1433,0.0,0,Under Forty,7657
18000.0,RENT,100000.0,17.8,0.12119999999999999,0.0,0,Under Forty,6684
10000.0,RENT,65000.0,28.9,0.158,0.0,0,Under Forty,6653
10800.0,RENT,46000.0,22.34,0.1433,0.0,0,Under Forty,6531
10000.0,RENT,30000.0,25.24,0.1311,0.0,0,Under Forty,7322
6000.0,RENT,61000.0,15.72,0.1409,0.0,0,Under Forty,7841
10000.0,MORTGAGE,96000.0,12.66,0.1311,0.0,0,Under Forty,7138
4200.0,RENT,27000.0,32.71,0.1727,0.0,0,Under Forty,5739
10000.0,MORTGAGE,50000.0,32.16,0.1433,0.0,0,Under Forty,4431
24650.0,RENT,170000.0,11.2,0.08900000000000001,0.0,0,Under Forty,7566
19200.0,MORTGAGE,87000.0,15.59,0.12119999999999999,0.0,0,Over Forty,7169
3500.0,RENT,29800.0,18.93,0.1777,0.0,0,Under Forty,7049
12500.0,RENT,41000.0,27.76,0.1311,0.0,0,Under Forty,6957
5000.0,OWN,25000.0,10.22,0.158,0.0,0,Under Forty,8387
14000.0,MORTGAGE,98000.0,13.0,0.08900000000000001,0.0,0,Over Forty,6349
9600.0,RENT,29120.0,31.4,0.1972,0.0,0,Under Forty,6926
10000.0,RENT,40800.0,24.95,0.1433,0.0,0,Under Forty,6196
12000.0,MORTGAGE,76000.0,31.7,0.1114,0.0,0,Under Forty,8875
2575.0,MORTGAGE,46000.0,18.44,0.1433,0.0,0,Over Forty,10944
5375.0,OWN,32000.0,26.25,0.18489999999999998,0.0,0,Under Forty,5039
10000.0,RENT,85000.0,1.72,0.1777,0.0,0,Under Forty,9422
21600.0,MORTGAGE,48000.0,12.49,0.1311,0.0,0,Over Forty,9545
20000.0,RENT,100000.0,7.36,0.079,0.0,0,Under Forty,5861
15000.0,RENT,40000.0,18.66,0.1311,0.0,1,Under Forty,4947
5000.0,MORTGAGE,55000.0,14.31,0.1311,0.0,0,Over Forty,9848
20000.0,MORTGAGE,79800.0,17.37,0.1114,0.0,0,Over Forty,7383
5000.0,RENT,65000.0,19.07,0.1016,0.0,0,Under Forty,11156
8000.0,RENT,35000.0,21.81,0.1727,0.0,0,Under Forty,5192
3550.0,MORTGAGE,30000.0,25.12,0.1875,0.0,0,Over Forty,7627
10000.0,RENT,60000.0,10.14,0.12119999999999999,0.0,0,Over Forty,7780
14000.0,MORTGAGE,45000.0,9.76,0.12119999999999999,0.0,0,Under Forty,6684
12175.0,RENT,35000.0,12.75,0.1905,0.0,1,Over Forty,8752
11000.0,MORTGAGE,110000.0,16.36,0.079,0.0,0,Under Forty,7353
8000.0,MORTGAGE,50000.0,22.58,0.0603,0.0,0,Under Forty,5861
24575.0,OWN,55000.0,23.89,0.12119999999999999,0.0,0,Under Forty,9514
10750.0,MORTGAGE,45500.0,13.77,0.1311,0.0,0,Under Forty,11401
9600.0,MORTGAGE,79000.0,11.85,0.12119999999999999,0.0,0,Under Forty,7383
10000.0,MORTGAGE,85000.0,25.17,0.08900000000000001,0.0,0,Under Forty,6135
16000.0,MORTGAGE,55000.0,9.13,0.1433,0.0,0,Under Forty,6896
15000.0,MORTGAGE,68500.0,21.92,0.1905,0.0,0,Under Forty,6896
9000.0,RENT,69000.0,8.41,0.1114,0.0,0,Under Forty,7353
9600.0,RENT,90000.0,19.55,0.1433,0.0,1,Over Forty,6804
35000.0,MORTGAGE,90000.0,26.27,0.1531,0.0,0,Over Forty,8571
10000.0,MORTGAGE,38979.2,32.73,0.18489999999999998,0.0,0,Under Forty,10853
7200.0,MORTGAGE,50000.0,1.56,0.1016,0.0,0,Under Forty,7322
10000.0,RENT,55000.0,11.83,0.1311,0.0,0,Under Forty,6166
28000.0,RENT,83000.0,23.04,0.1114,0.0,0,Over Forty,12893
20000.0,MORTGAGE,90000.0,15.24,0.0662,0.0,0,Over Forty,6957
29700.0,MORTGAGE,80000.0,18.62,0.1409,0.0,0,Under Forty,6135
10000.0,MORTGAGE,65000.0,25.4,0.12119999999999999,0.0,0,Over Forty,6896
10625.0,RENT,32000.0,13.46,0.1409,0.0,1,Under Forty,7749
15000.0,RENT,70000.0,7.71,0.1777,0.0,0,Under Forty,7657
21000.0,MORTGAGE,200000.0,7.96,0.08900000000000001,0.0,0,Under Forty,11248
10000.0,RENT,40000.0,14.16,0.1875,0.0,0,Under Forty,8571
13200.0,RENT,50000.0,26.45,0.1409,0.0,0,Under Forty,6105
23275.0,RENT,66000.0,14.56,0.20489999999999997,0.0,1,Under Forty,5284
12000.0,MORTGAGE,58000.0,6.1,0.1311,0.0,0,Under Forty,7261
10500.0,MORTGAGE,40000.0,10.71,0.1433,3.0,0,Under Forty,12832
13150.0,RENT,38000.0,20.34,0.1433,0.0,1,Under Forty,7049
7200.0,MORTGAGE,170000.0,5.34,0.1016,0.0,0,Under Forty,8996
14000.0,RENT,50440.0,15.96,0.12119999999999999,0.0,0,Under Forty,7049
15875.0,OWN,47000.0,7.97,0.1311,0.0,1,Under Forty,7444
14125.0,MORTGAGE,61000.0,10.62,0.1409,0.0,0,Over Forty,10579
9600.0,MORTGAGE,98000.0,9.28,0.1727,0.0,0,Under Forty,8691
20000.0,RENT,110000.0,11.33,0.12119999999999999,0.0,0,Under Forty,11279
3000.0,MORTGAGE,55000.0,14.23,0.1875,0.0,1,Under Forty,7353
9750.0,OWN,29600.0,29.39,0.1629,0.0,0,Under Forty,7414
13700.0,RENT,60000.0,15.79,0.1531,0.0,0,Under Forty,6804
4500.0,RENT,32000.0,28.13,0.1777,0.0,0,Under Forty,5649
13550.0,RENT,78000.0,16.4,0.158,0.0,1,Under Forty,7749
6000.0,RENT,44000.0,32.67,0.12119999999999999,0.0,0,Over Forty,6896
10000.0,RENT,30000.0,26.76,0.158,0.0,0,Under Forty,5162
8725.0,MORTGAGE,75000.0,4.94,0.1114,0.0,0,Under Forty,8265
19200.0,MORTGAGE,65388.0,19.68,0.12119999999999999,0.0,0,Under Forty,8814
18000.0,OWN,65000.0,30.33,0.1311,0.0,0,Under Forty,8296
10000.0,RENT,53000.0,14.92,0.12119999999999999,0.0,0,Over Forty,11279
24000.0,RENT,126250.0,9.75,0.079,0.0,0,Over Forty,7810
10000.0,RENT,40000.0,19.83,0.18489999999999998,0.0,0,Under Forty,5649
10000.0,MORTGAGE,40000.0,19.98,0.1433,0.0,0,Over Forty,9241
13875.0,RENT,54000.0,8.22,0.1016,0.0,0,Under Forty,11827
9325.0,RENT,28800.0,29.88,0.18489999999999998,0.0,0,Under Forty,11858
14300.0,RENT,84000.0,12.04,0.1409,0.0,1,Over Forty,11552
9000.0,MORTGAGE,56000.0,4.09,0.1114,0.0,0,Over Forty,5769
10000.0,MORTGAGE,56000.0,28.16,0.1777,0.0,0,Under Forty,8265
11000.0,RENT,70000.0,10.82,0.1629,0.0,0,Over Forty,7931
14000.0,MORTGAGE,140000.0,17.52,0.0662,0.0,1,Over Forty,5223
20000.0,MORTGAGE,69000.0,26.35,0.1433,0.0,0,Under Forty,9361
12000.0,MORTGAGE,60000.0,10.56,0.12119999999999999,0.0,0,Over Forty,16210
11000.0,MORTGAGE,86300.0,19.79,0.12119999999999999,0.0,0,Under Forty,5039
21000.0,RENT,50000.0,27.38,0.1433,0.0,0,Under Forty,9149
10000.0,RENT,65000.0,4.86,0.1311,0.0,0,Over Forty,11462
16800.0,MORTGAGE,117000.0,11.75,0.0762,6.0,1,Over Forty,5618
15000.0,MORTGAGE,90000.0,11.6,0.079,0.0,0,Over Forty,8722
24000.0,MORTGAGE,100000.0,15.69,0.1409,0.0,1,Under Forty,7049
6000.0,RENT,40000.0,29.19,0.1311,0.0,1,Under Forty,5739
10000.0,MORTGAGE,69000.0,9.65,0.1016,0.0,0,Over Forty,11128
8875.0,RENT,26000.0,19.71,0.1629,0.0,0,Under Forty,5404
12000.0,MORTGAGE,525000.0,2.69,0.1016,0.0,0,Under Forty,5769
9600.0,MORTGAGE,110000.0,11.26,0.1016,0.0,0,Over Forty,8996
4800.0,RENT,60000.0,14.6,0.1629,0.0,1,Under Forty,6988
10000.0,RENT,35000.0,25.75,0.1727,0.0,0,Under Forty,6319
12000.0,MORTGAGE,85000.0,23.84,0.1016,0.0,0,Over Forty,8996
8000.0,RENT,69000.0,20.22,0.08900000000000001,0.0,0,Under Forty,11371
10000.0,MORTGAGE,80000.0,18.59,0.1016,0.0,0,Over Forty,6896
22800.0,MORTGAGE,354000.0,5.99,0.0603,0.0,0,Over Forty,12801
11500.0,RENT,37500.0,29.47,0.1972,0.0,0,Over Forty,7992
8000.0,RENT,120000.0,14.05,0.08900000000000001,0.0,0,Under Forty,8540
4800.0,RENT,37000.0,21.83,0.1409,0.0,0,Under Forty,10518
10000.0,MORTGAGE,50000.0,11.74,0.08900000000000001,0.0,0,Over Forty,7535
12000.0,MORTGAGE,450000.0,12.76,0.1311,1.0,0,Over Forty,12648
9600.0,MORTGAGE,76000.0,7.82,0.1629,0.0,0,Under Forty,8630
15075.0,MORTGAGE,40000.0,23.22,0.158,0.0,1,Under Forty,6258
13500.0,MORTGAGE,65000.0,5.58,0.08900000000000001,0.0,0,Under Forty,7961
12000.0,MORTGAGE,95000.0,10.25,0.0603,0.0,0,Under Forty,7079
15000.0,MORTGAGE,100000.0,16.06,0.0762,0.0,0,Under Forty,7535
13000.0,RENT,50000.0,21.74,0.1409,0.0,0,Under Forty,14384
5375.0,RENT,50000.0,25.15,0.1875,0.0,1,Under Forty,5861
17800.0,RENT,58000.0,21.56,0.1311,0.0,0,Under Forty,8722
12000.0,MORTGAGE,175000.0,23.68,0.0603,0.0,0,Over Forty,13654
19225.0,RENT,74400.0,14.71,0.1311,0.0,0,Under Forty,8326
10000.0,MORTGAGE,48000.0,20.98,0.158,0.0,0,Over Forty,8022
20950.0,RENT,70000.0,27.72,0.18489999999999998,0.0,0,Under Forty,8661
12000.0,RENT,61909.63,30.14,0.1409,0.0,0,Over Forty,8661
10000.0,RENT,30000.0,22.12,0.158,0.0,0,Over Forty,8265
5750.0,RENT,31200.0,25.46,0.1727,0.0,0,Under Forty,4797
6325.0,MORTGAGE,52775.2,33.74,0.1114,0.0,0,Under Forty,10091
12500.0,MORTGAGE,88800.0,24.07,0.079,0.0,1,Under Forty,7719
10000.0,MORTGAGE,67000.0,9.17,0.079,0.0,0,Under Forty,10671
5000.0,MORTGAGE,60000.0,20.56,0.12119999999999999,0.0,0,Over Forty,8479
11000.0,MORTGAGE,48480.0,33.29,0.1433,0.0,0,Under Forty,6623
3400.0,RENT,145000.0,17.88,0.1114,0.0,0,Over Forty,7992
35000.0,MORTGAGE,95000.0,18.53,0.1114,0.0,0,Under Forty,8022
23750.0,RENT,68000.0,26.19,0.1727,0.0,0,Over Forty,8387
6400.0,RENT,52000.0,4.43,0.1433,0.0,0,Over Forty,8844
10000.0,MORTGAGE,150000.0,25.8,0.079,0.0,0,Over Forty,9149
15000.0,MORTGAGE,82000.0,12.66,0.1311,0.0,0,Over Forty,6745
5600.0,MORTGAGE,140000.0,27.96,0.1114,0.0,0,Over Forty,9879
15000.0,MORTGAGE,120000.0,17.98,0.1114,0.0,1,Over Forty,9971
2525.0,MORTGAGE,40000.0,23.34,0.1433,0.0,1,Under Forty,11340
10575.0,RENT,85000.0,12.4,0.12119999999999999,0.0,0,Over Forty,7049
12000.0,RENT,107000.0,22.0,0.1114,0.0,0,Under Forty,7688
23650.0,MORTGAGE,126000.0,34.81,0.1114,0.0,0,Under Forty,11766
3000.0,MORTGAGE,48684.0,25.83,0.1972,0.0,0,Under Forty,6684
15000.0,MORTGAGE,50000.0,28.15,0.1433,0.0,0,Under Forty,7230
9000.0,RENT,64500.0,6.57,0.12119999999999999,0.0,0,Under Forty,7869
20000.0,MORTGAGE,85000.0,19.68,0.1114,0.0,0,Over Forty,6380
7000.0,RENT,30000.0,21.12,0.158,0.0,0,Under Forty,5830
15000.0,MORTGAGE,125000.0,17.22,0.1016,0.0,0,Under Forty,9302
10000.0,MORTGAGE,34247.0,29.47,0.1311,0.0,1,Over Forty,9027
16200.0,MORTGAGE,90000.0,20.78,0.08900000000000001,0.0,0,Over Forty,16546
9325.0,RENT,35000.0,21.7,0.1777,0.0,0,Under Forty,5192
10800.0,MORTGAGE,46836.0,21.34,0.1311,0.0,0,Over Forty,7566
20000.0,MORTGAGE,70000.0,17.23,0.1114,0.0,0,Under Forty,7414
9600.0,RENT,73000.0,7.19,0.1409,0.0,0,Over Forty,10944
11025.0,RENT,75000.0,13.31,0.1433,0.0,0,Under Forty,15115
7000.0,OWN,75000.0,22.85,0.12119999999999999,0.0,0,Under Forty,10275
14000.0,OWN,52000.0,24.67,0.158,0.0,0,Under Forty,7719
4200.0,MORTGAGE,85000.0,23.01,0.1727,0.0,1,Under Forty,8875
5875.0,RENT,35000.0,13.23,0.1629,0.0,0,Under Forty,4431
11000.0,RENT,56000.0,17.64,0.12119999999999999,1.0,0,Under Forty,7110
7800.0,MORTGAGE,52000.0,15.6,0.1433,0.0,0,Under Forty,8996
20000.0,MORTGAGE,55000.0,11.89,0.1777,0.0,0,Over Forty,10518
13900.0,MORTGAGE,52000.0,32.56,0.1311,0.0,0,Over Forty,9483
20000.0,MORTGAGE,96000.0,10.83,0.12119999999999999,0.0,0,Over Forty,9940
8400.0,MORTGAGE,80000.0,29.22,0.1114,0.0,0,Under Forty,9910
10000.0,RENT,39500.0,20.11,0.12119999999999999,0.0,1,Under Forty,8936
28000.0,MORTGAGE,170000.0,4.05,0.0762,0.0,0,Under Forty,7444
8000.0,OWN,80000.0,24.9,0.18489999999999998,0.0,0,Under Forty,6957
2475.0,RENT,13968.0,28.18,0.22949999999999998,0.0,0,Under Forty,6865
16000.0,MORTGAGE,86888.0,13.59,0.08900000000000001,0.0,0,Under Forty,7841
9250.0,RENT,42000.0,6.06,0.1905,0.0,0,Over Forty,9545
10000.0,RENT,66000.0,5.49,0.1114,0.0,0,Under Forty,10641
17950.0,MORTGAGE,63136.0,22.07,0.1114,0.0,0,Over Forty,10457
7925.0,RENT,42000.0,24.23,0.1972,0.0,0,Under Forty,5070
6075.0,MORTGAGE,84000.0,26.53,0.1016,0.0,0,Under Forty,10060
10000.0,OWN,60000.0,23.84,0.1114,0.0,0,Over Forty,9879
5400.0,OWN,21084.0,16.5,0.1016,0.0,0,Under Forty,4735
5975.0,RENT,30000.0,15.84,0.1433,0.0,1,Over Forty,8752
15000.0,MORTGAGE,66238.0,23.19,0.1311,0.0,0,Under Forty,5465
8500.0,MORTGAGE,140000.0,26.61,0.0603,0.0,0,Over Forty,12283
29000.0,MORTGAGE,194000.0,5.89,0.08900000000000001,0.0,0,Under Forty,11401
6625.0,MORTGAGE,54000.0,29.79,0.1311,0.0,0,Under Forty,8783
4500.0,MORTGAGE,75000.0,14.0,0.1311,0.0,0,Over Forty,7688
12000.0,MORTGAGE,46000.0,16.72,0.1114,0.0,0,Under Forty,10883
20000.0,RENT,115000.0,11.67,0.0762,0.0,0,Under Forty,7535
11000.0,RENT,34500.0,23.13,0.18489999999999998,1.0,0,Under Forty,8540
6250.0,RENT,23000.0,27.84,0.1905,0.0,1,Under Forty,4827
6400.0,OWN,74000.0,30.35,0.12119999999999999,0.0,0,Under Forty,10883
7125.0,MORTGAGE,24684.0,22.07,0.1531,0.0,0,Under Forty,16727
15000.0,MORTGAGE,80000.0,19.44,0.12119999999999999,0.0,0,Under Forty,8357
10000.0,MORTGAGE,115000.0,28.4,0.079,0.0,0,Under Forty,8571
3600.0,MORTGAGE,65000.0,16.55,0.1433,0.0,0,Under Forty,5496
4800.0,MORTGAGE,68000.0,10.94,0.1114,0.0,0,Over Forty,11006
4800.0,RENT,73000.0,21.4,0.18489999999999998,0.0,0,Under Forty,7627
10000.0,RENT,43000.0,8.76,0.1311,0.0,0,Under Forty,7322
5500.0,RENT,20000.0,18.44,0.18489999999999998,0.0,1,Under Forty,4553
12175.0,MORTGAGE,101200.0,11.64,0.12119999999999999,0.0,0,Under Forty,9695
16000.0,MORTGAGE,950000.0,1.42,0.1433,0.0,0,Under Forty,5769
14400.0,RENT,48000.0,15.53,0.12119999999999999,0.0,0,Under Forty,6896
23500.0,RENT,70000.0,13.29,0.1629,0.0,0,Under Forty,11521
24000.0,MORTGAGE,145000.0,20.42,0.1905,0.0,0,Under Forty,8661
8000.0,MORTGAGE,58000.0,12.96,0.1311,0.0,0,Under Forty,9088
25000.0,RENT,80000.0,17.61,0.0762,0.0,0,Under Forty,11218
22250.0,MORTGAGE,50000.0,19.01,0.1311,0.0,0,Under Forty,11736
15000.0,MORTGAGE,40200.0,7.7,0.158,0.0,0,Under Forty,7322
8000.0,RENT,56000.0,6.32,0.1629,0.0,0,Under Forty,17457
10500.0,RENT,30000.0,19.92,0.1531,0.0,0,Under Forty,4888
16000.0,RENT,50000.0,21.48,0.1629,0.0,0,Under Forty,7110
14400.0,MORTGAGE,50000.0,20.57,0.18489999999999998,0.0,0,Under Forty,7291
10375.0,RENT,38000.0,14.65,0.18489999999999998,0.0,0,Under Forty,5131
10825.0,MORTGAGE,85000.0,21.09,0.1114,0.0,0,Under Forty,7049
15000.0,RENT,103000.0,13.92,0.1311,0.0,0,Under Forty,8022
15000.0,RENT,54000.0,20.98,0.12119999999999999,0.0,0,Under Forty,6684
2875.0,RENT,9936.0,29.95,0.1875,0.0,0,Under Forty,6380
24000.0,MORTGAGE,86400.0,0.64,0.0603,0.0,0,Over Forty,11128
20000.0,MORTGAGE,60000.0,9.32,0.21489999999999998,0.0,0,Under Forty,10032
15000.0,MORTGAGE,83750.0,7.9,0.1311,0.0,0,Under Forty,7504
16000.0,MORTGAGE,128000.0,20.51,0.0603,0.0,0,Under Forty,7961
8000.0,RENT,40000.0,21.33,0.12119999999999999,0.0,0,Over Forty,9149
5500.0,MORTGAGE,40000.0,17.91,0.1311,0.0,0,Under Forty,6014
15825.0,RENT,60000.0,8.8,0.1433,0.0,1,Under Forty,4919
11500.0,MORTGAGE,100000.0,6.94,0.0662,0.0,0,Under Forty,9695
12250.0,MORTGAGE,77000.0,7.08,0.1409,0.0,0,Under Forty,6926
7000.0,MORTGAGE,74000.0,9.88,0.18489999999999998,0.0,0,Under Forty,11766
3000.0,OWN,129000.0,12.81,0.18489999999999998,0.0,0,Over Forty,10336
19000.0,MORTGAGE,102000.0,15.95,0.0762,0.0,0,Under Forty,6865
9450.0,RENT,29120.0,14.46,0.1777,0.0,0,Under Forty,9027
11000.0,MORTGAGE,110000.0,13.9,0.0603,0.0,0,Under Forty,13105
15000.0,RENT,180000.0,7.65,0.1311,0.0,0,Under Forty,8449
10000.0,MORTGAGE,72000.0,14.13,0.1311,0.0,0,Over Forty,10579
1000.0,RENT,34000.0,17.72,0.23629999999999998,0.0,1,Under Forty,8936
2500.0,MORTGAGE,78000.0,16.93,0.08900000000000001,0.0,0,Over Forty,12163
5250.0,RENT,56000.0,21.17,0.21489999999999998,0.0,0,Over Forty,12893
